utility_name,timestamp,load
Utility 3,05/06/2024 19:00,12960.0
Utility 3,05/06/2024 20:00,13366.0
Utility 3,05/06/2024 21:00,13448.34
Utility 3,05/06/2024 22:00,12697.26
Utility 3,05/06/2024 23:00,11606.08
Utility 3,05/07/2024 00:00,10566.51
Utility 3,05/07/2024 01:00,10430.46
Utility 3,05/07/2024 02:00,10028.25
Utility 3,05/07/2024 03:00,9996.98
Utility 3,05/07/2024 04:00,9951.71
Utility 3,05/07/2024 05:00,10058.59
Utility 3,05/07/2024 06:00,10214.28
Utility 3,05/07/2024 07:00,10841.24
Utility 3,05/07/2024 08:00,10877.8
Utility 3,05/07/2024 09:00,9933.36
Utility 3,05/07/2024 10:00,8992.21
Utility 3,05/07/2024 11:00,8629.87
Utility 3,05/07/2024 12:00,8574.09
Utility 3,05/07/2024 13:00,8509.34
Utility 3,05/07/2024 14:00,8513.19
Utility 3,05/07/2024 15:00,8599.53
Utility 3,05/07/2024 16:00,9185.36
Utility 3,05/07/2024 17:00,10340.67
Utility 3,05/07/2024 18:00,11828.93
Utility 3,05/07/2024 19:00,12973.58
Utility 3,05/07/2024 20:00,13406.28
Utility 3,05/07/2024 21:00,13429.09
Utility 3,05/07/2024 22:00,12701.75
Utility 3,05/07/2024 23:00,11524.51
Utility 3,05/08/2024 00:00,10617.11
Utility 3,05/08/2024 01:00,10304.59
Utility 3,05/08/2024 02:00,10367.64
Utility 3,05/08/2024 03:00,10208.1
Utility 3,05/08/2024 04:00,10131.54
Utility 3,05/08/2024 05:00,10321.86
Utility 3,05/08/2024 06:00,10237.43
Utility 3,05/08/2024 07:00,10751.57
Utility 3,05/08/2024 08:00,11385.65
Utility 3,05/08/2024 09:00,12186.03
Utility 3,05/08/2024 10:00,12544.26
Utility 3,05/08/2024 11:00,12571.09
Utility 3,05/08/2024 12:00,12521.6
Utility 3,05/08/2024 13:00,12282.33
Utility 3,05/08/2024 14:00,12139.61
Utility 3,05/08/2024 15:00,11898.41
Utility 3,05/08/2024 16:00,11919.87
Utility 3,05/08/2024 17:00,12623.08
Utility 3,05/08/2024 18:00,13252.15
Utility 3,05/08/2024 19:00,13511.07
Utility 3,05/08/2024 20:00,13561.5
Utility 3,05/08/2024 21:00,13395.69
Utility 3,05/08/2024 22:00,12630.82
Utility 3,05/08/2024 23:00,11513.04
Utility 3,05/09/2024 00:00,10482.73
Utility 3,05/09/2024 01:00,10127.81
Utility 3,05/09/2024 02:00,9898.52
Utility 3,05/09/2024 03:00,9711.14
Utility 3,05/09/2024 04:00,9856.16
Utility 3,05/09/2024 05:00,10140.49
Utility 3,05/09/2024 06:00,10715.14
Utility 3,05/09/2024 07:00,11266.08
Utility 3,05/09/2024 08:00,11324.12
Utility 3,05/09/2024 09:00,10755.78
Utility 3,05/09/2024 10:00,10458.25
Utility 3,05/09/2024 11:00,10367.12
Utility 3,05/09/2024 12:00,10154.39
Utility 3,05/09/2024 13:00,10058.96
Utility 3,05/09/2024 14:00,10442.92
Utility 3,05/09/2024 15:00,10436.86
Utility 3,05/09/2024 16:00,9975.8
Utility 3,05/09/2024 17:00,10710.62
Utility 3,05/09/2024 18:00,11641.68
Utility 3,05/09/2024 19:00,12443.9
Utility 3,05/09/2024 20:00,12908.6
Utility 3,05/09/2024 21:00,13015.51
Utility 3,05/09/2024 22:00,12316.01
Utility 3,05/09/2024 23:00,11275.14
Utility 3,05/10/2024 00:00,10297.72
Utility 3,05/10/2024 01:00,10004.63
Utility 3,05/10/2024 02:00,9929.35
Utility 3,05/10/2024 03:00,9713.46
Utility 3,05/10/2024 04:00,9922.31
Utility 3,05/10/2024 05:00,10019.37
Utility 3,05/10/2024 06:00,10322.5
Utility 3,05/10/2024 07:00,11040.92
Utility 3,05/10/2024 08:00,11649.08
Utility 3,05/10/2024 09:00,11018.8
Utility 3,05/10/2024 10:00,10109.13
Utility 3,05/10/2024 11:00,9683.04
Utility 3,05/10/2024 12:00,9441.93
Utility 3,05/10/2024 13:00,9262.17
Utility 3,05/10/2024 14:00,9093.63
Utility 3,05/10/2024 15:00,9200.17
Utility 3,05/10/2024 16:00,9714.29
Utility 3,05/10/2024 17:00,10354.76
Utility 3,05/10/2024 18:00,11277.32
Utility 3,05/10/2024 19:00,11985.16
Utility 3,05/10/2024 20:00,12401.33
Utility 3,05/10/2024 21:00,12568.9
Utility 3,05/10/2024 22:00,12054.34
Utility 3,05/10/2024 23:00,11179.98
Utility 3,05/11/2024 00:00,10328.13
Utility 3,05/11/2024 01:00,9705.2
Utility 3,05/11/2024 02:00,9295.78
Utility 3,05/11/2024 03:00,9177.36
Utility 3,05/11/2024 04:00,9231.09
Utility 3,05/11/2024 05:00,9435.62
Utility 3,05/11/2024 06:00,9578.75
Utility 3,05/11/2024 07:00,9734.59
Utility 3,05/11/2024 08:00,9411.05
Utility 3,05/11/2024 09:00,9039.22
Utility 3,05/11/2024 10:00,8829.05
Utility 3,05/11/2024 11:00,8447.02
Utility 3,05/11/2024 12:00,8751.1
Utility 3,05/11/2024 13:00,9099.69
Utility 3,05/11/2024 14:00,8893.34
Utility 3,05/11/2024 15:00,8723.89
Utility 3,05/11/2024 16:00,9421.03
Utility 3,05/11/2024 17:00,9712.82
Utility 3,05/11/2024 18:00,10607.06
Utility 3,05/11/2024 19:00,11312.94
Utility 3,05/11/2024 20:00,11719.34
Utility 3,05/11/2024 21:00,11944.18
Utility 3,05/11/2024 22:00,11579.94
Utility 3,05/11/2024 23:00,10855.4
Utility 3,05/12/2024 00:00,10123.82
Utility 3,05/12/2024 01:00,9553.63
Utility 3,05/12/2024 02:00,9180.07
Utility 3,05/12/2024 03:00,9312.86
Utility 3,05/12/2024 04:00,9209.69
Utility 3,05/12/2024 05:00,9510.54
Utility 3,05/12/2024 06:00,9549.48
Utility 3,05/12/2024 07:00,9530.25
Utility 3,05/12/2024 08:00,9589.44
Utility 3,05/12/2024 09:00,9497.75
Utility 3,05/12/2024 10:00,9160.02
Utility 3,05/12/2024 11:00,8912.41
Utility 3,05/12/2024 12:00,8906.34
Utility 3,05/12/2024 13:00,8853.6
Utility 3,05/12/2024 14:00,9000.93
Utility 3,05/12/2024 15:00,9169.33
Utility 3,05/12/2024 16:00,9419.83
Utility 3,05/12/2024 17:00,10188.18
Utility 3,05/12/2024 18:00,11084.44
Utility 3,05/12/2024 19:00,11519.38
Utility 3,05/12/2024 20:00,12018.35
Utility 3,05/12/2024 21:00,12204.13
Utility 3,05/12/2024 22:00,11670.09
Utility 3,05/12/2024 23:00,10747.0
Utility 3,05/13/2024 00:00,9914.14
Utility 3,05/13/2024 01:00,10017.49
Utility 3,05/13/2024 02:00,9976.58
Utility 3,05/13/2024 03:00,10080.6
Utility 3,05/13/2024 04:00,10070.48
Utility 3,05/13/2024 05:00,10036.96
Utility 3,05/13/2024 06:00,10058.18
Utility 3,05/13/2024 07:00,11000.29
Utility 3,05/13/2024 08:00,11067.4
Utility 3,05/13/2024 09:00,10035.59
Utility 3,05/13/2024 10:00,9163.52
Utility 3,05/13/2024 11:00,9056.25
Utility 3,05/13/2024 12:00,9122.23
Utility 3,05/13/2024 13:00,9120.18
Utility 3,05/13/2024 14:00,9361.15
Utility 3,05/13/2024 15:00,9328.26
Utility 3,05/13/2024 16:00,9539.67
Utility 3,05/13/2024 17:00,10320.38
Utility 3,05/13/2024 18:00,11601.62
Utility 3,05/13/2024 19:00,12649.89
Utility 3,05/13/2024 20:00,13061.16
Utility 3,05/13/2024 21:00,13118.14
Utility 3,05/13/2024 22:00,12356.94
Utility 3,05/13/2024 23:00,11240.28
Utility 3,05/14/2024 00:00,10612.25
Utility 3,05/14/2024 01:00,10522.92
Utility 3,05/14/2024 02:00,10126.05
Utility 3,05/14/2024 03:00,9911.64
Utility 3,05/14/2024 04:00,9853.73
Utility 3,05/14/2024 05:00,10074.82
Utility 3,05/14/2024 06:00,10208.41
Utility 3,05/14/2024 07:00,10941.6
Utility 3,05/14/2024 08:00,11326.36
Utility 3,05/14/2024 09:00,10715.2
Utility 3,05/14/2024 10:00,9791.5
Utility 3,05/14/2024 11:00,9079.29
Utility 3,05/14/2024 12:00,8901.89
Utility 3,05/14/2024 13:00,8943.18
Utility 3,05/14/2024 14:00,8811.24
Utility 3,05/14/2024 15:00,9035.9
Utility 3,05/14/2024 16:00,9867.45
Utility 3,05/14/2024 17:00,11016.24
Utility 3,05/14/2024 18:00,12298.75
Utility 3,05/14/2024 19:00,13063.18
Utility 3,05/14/2024 20:00,13415.5
Utility 3,05/14/2024 21:00,13540.01
Utility 3,05/14/2024 22:00,12866.8
Utility 3,05/14/2024 23:00,11743.31
Utility 3,05/15/2024 00:00,10688.36
Utility 3,05/15/2024 01:00,10592.65
Utility 3,05/15/2024 02:00,10194.23
Utility 3,05/15/2024 03:00,9935.27
Utility 3,05/15/2024 04:00,9867.89
Utility 3,05/15/2024 05:00,10092.41
Utility 3,05/15/2024 06:00,10364.64
Utility 3,05/15/2024 07:00,11359.94
Utility 3,05/15/2024 08:00,11592.68
Utility 3,05/15/2024 09:00,11398.51
Utility 3,05/15/2024 10:00,11252.77
Utility 3,05/15/2024 11:00,11443.32
Utility 3,05/15/2024 12:00,11849.56
Utility 3,05/15/2024 13:00,12166.24
Utility 3,05/15/2024 14:00,12310.09
Utility 3,05/15/2024 15:00,12274.78
Utility 3,05/15/2024 16:00,12298.07
Utility 3,05/15/2024 17:00,12625.06
Utility 3,05/15/2024 18:00,13045.62
Utility 3,05/15/2024 19:00,13275.02
Utility 3,05/15/2024 20:00,13435.11
Utility 3,05/15/2024 21:00,13386.93
Utility 3,05/15/2024 22:00,12673.8
Utility 3,05/15/2024 23:00,11612.13
Utility 3,05/16/2024 00:00,10612.26
Utility 3,05/16/2024 01:00,10457.12
Utility 3,05/16/2024 02:00,10116.75
Utility 3,05/16/2024 03:00,9884.28
Utility 3,05/16/2024 04:00,9803.49
Utility 3,05/16/2024 05:00,9980.26
Utility 3,05/16/2024 06:00,10276.63
Utility 3,05/16/2024 07:00,11203.82
Utility 3,05/16/2024 08:00,12060.59
Utility 3,05/16/2024 09:00,12417.55
Utility 3,05/16/2024 10:00,12470.14
Utility 3,05/16/2024 11:00,12275.07
Utility 3,05/16/2024 12:00,12166.06
Utility 3,05/16/2024 13:00,11941.64
Utility 3,05/16/2024 14:00,11856.02
Utility 3,05/16/2024 15:00,11733.54
Utility 3,05/16/2024 16:00,11672.55
Utility 3,05/16/2024 17:00,11827.15
Utility 3,05/16/2024 18:00,12306.89
Utility 3,05/16/2024 19:00,12736.14
Utility 3,05/16/2024 20:00,13032.34
Utility 3,05/16/2024 21:00,13116.36
Utility 3,05/16/2024 22:00,12505.99
Utility 3,05/16/2024 23:00,11452.4
Utility 3,05/17/2024 00:00,10464.02
Utility 3,05/17/2024 01:00,10258.56
Utility 3,05/17/2024 02:00,9962.35
Utility 3,05/17/2024 03:00,9976.89
Utility 3,05/17/2024 04:00,9916.59
Utility 3,05/17/2024 05:00,10032.24
Utility 3,05/17/2024 06:00,10076.46
Utility 3,05/17/2024 07:00,10820.1
Utility 3,05/17/2024 08:00,11265.64
Utility 3,05/17/2024 09:00,10615.63
Utility 3,05/17/2024 10:00,9570.13
Utility 3,05/17/2024 11:00,9129.41
Utility 3,05/17/2024 12:00,9104.11
Utility 3,05/17/2024 13:00,9200.82
Utility 3,05/17/2024 14:00,9468.02
Utility 3,05/17/2024 15:00,9850.16
Utility 3,05/17/2024 16:00,10304.39
Utility 3,05/17/2024 17:00,11044.29
Utility 3,05/17/2024 18:00,11818.5
Utility 3,05/17/2024 19:00,12329.2
Utility 3,05/17/2024 20:00,12662.7
Utility 3,05/17/2024 21:00,12767.05
Utility 3,05/17/2024 22:00,12258.64
Utility 3,05/17/2024 23:00,11372.0
Utility 3,05/18/2024 00:00,10433.62
Utility 3,05/18/2024 01:00,10049.29
Utility 3,05/18/2024 02:00,9836.31
Utility 3,05/18/2024 03:00,9579.14
Utility 3,05/18/2024 04:00,9418.13
Utility 3,05/18/2024 05:00,9660.65
Utility 3,05/18/2024 06:00,9355.89
Utility 3,05/18/2024 07:00,9551.16
Utility 3,05/18/2024 08:00,10005.53
Utility 3,05/18/2024 09:00,10226.06
Utility 3,05/18/2024 10:00,10343.64
Utility 3,05/18/2024 11:00,10498.45
Utility 3,05/18/2024 12:00,10617.75
Utility 3,05/18/2024 13:00,10507.41
Utility 3,05/18/2024 14:00,10219.2
Utility 3,05/18/2024 15:00,10235.46
Utility 3,05/18/2024 16:00,10561.28
Utility 3,05/18/2024 17:00,11093.77
Utility 3,05/18/2024 18:00,11653.08
Utility 3,05/18/2024 19:00,11937.28
Utility 3,05/18/2024 20:00,12087.18
Utility 3,05/18/2024 21:00,12129.66
Utility 3,05/18/2024 22:00,11665.46
Utility 3,05/18/2024 23:00,11018.0
Utility 3,05/19/2024 00:00,10629.18
Utility 3,05/19/2024 01:00,10073.19
Utility 3,05/19/2024 02:00,9703.52
Utility 3,05/19/2024 03:00,9739.84
Utility 3,05/19/2024 04:00,9594.69
Utility 3,05/19/2024 05:00,9613.74
Utility 3,05/19/2024 06:00,9766.23
Utility 3,05/19/2024 07:00,9955.9
Utility 3,05/19/2024 08:00,10257.43
Utility 3,05/19/2024 09:00,10249.95
Utility 3,05/19/2024 10:00,10091.22
Utility 3,05/19/2024 11:00,9970.09
Utility 3,05/19/2024 12:00,9917.62
Utility 3,05/19/2024 13:00,9692.8
Utility 3,05/19/2024 14:00,9761.66
Utility 3,05/19/2024 15:00,9920.33
Utility 3,05/19/2024 16:00,10224.27
Utility 3,05/19/2024 17:00,10799.39
Utility 3,05/19/2024 18:00,11596.17
Utility 3,05/19/2024 19:00,12176.35
Utility 3,05/19/2024 20:00,12531.31
Utility 3,05/19/2024 21:00,12610.1
Utility 3,05/19/2024 22:00,12054.03
Utility 3,05/19/2024 23:00,11031.27
Utility 3,05/20/2024 00:00,10334.21
Utility 3,05/20/2024 01:00,10038.84
Utility 3,05/20/2024 02:00,9955.04
Utility 3,05/20/2024 03:00,9744.26
Utility 3,05/20/2024 04:00,9933.37
Utility 3,05/20/2024 05:00,9721.42
Utility 3,05/20/2024 06:00,10218.88
Utility 3,05/20/2024 07:00,11057.16
Utility 3,05/20/2024 08:00,11396.16
Utility 3,05/20/2024 09:00,11208.86
Utility 3,05/20/2024 10:00,10468.48
Utility 3,05/20/2024 11:00,9704.86
Utility 3,05/20/2024 12:00,9469.43
Utility 3,05/20/2024 13:00,9290.23
Utility 3,05/20/2024 14:00,9234.66
Utility 3,05/20/2024 15:00,9401.82
Utility 3,05/20/2024 16:00,9985.27
Utility 3,05/20/2024 17:00,10914.82
Utility 3,05/20/2024 18:00,12240.13
Utility 3,05/20/2024 19:00,13210.57
Utility 3,05/20/2024 20:00,13654.96
Utility 3,05/20/2024 21:00,13718.03
Utility 3,05/20/2024 22:00,13057.9
Utility 3,05/20/2024 23:00,11883.09
Utility 3,05/21/2024 00:00,10753.7
Utility 3,05/21/2024 01:00,10497.59
Utility 3,05/21/2024 02:00,10309.85
Utility 3,05/21/2024 03:00,10215.91
Utility 3,05/21/2024 04:00,10337.92
Utility 3,05/21/2024 05:00,10548.84
Utility 3,05/21/2024 06:00,10682.84
Utility 3,05/21/2024 07:00,11052.41
Utility 3,05/21/2024 08:00,11414.8
Utility 3,05/21/2024 09:00,10956.0
Utility 3,05/21/2024 10:00,10190.14
Utility 3,05/21/2024 11:00,9908.08
Utility 3,05/21/2024 12:00,9850.26
Utility 3,05/21/2024 13:00,10145.34
Utility 3,05/21/2024 14:00,10722.94
Utility 3,05/21/2024 15:00,11263.1
Utility 3,05/21/2024 16:00,12392.25
Utility 3,05/21/2024 17:00,13595.5
Utility 3,05/21/2024 18:00,14695.66
Utility 3,05/21/2024 19:00,15272.51
Utility 3,05/21/2024 20:00,15280.07
Utility 3,05/21/2024 21:00,15137.36
Utility 3,05/21/2024 22:00,14358.66
Utility 3,05/21/2024 23:00,13029.2
Utility 3,05/22/2024 00:00,11773.02
Utility 3,05/22/2024 01:00,11370.1
Utility 3,05/22/2024 02:00,11001.7
Utility 3,05/22/2024 03:00,11024.63
Utility 3,05/22/2024 04:00,10941.26
Utility 3,05/22/2024 05:00,11088.27
Utility 3,05/22/2024 06:00,11326.99
Utility 3,05/22/2024 07:00,11731.62
Utility 3,05/22/2024 08:00,12049.02
Utility 3,05/22/2024 09:00,11771.02
Utility 3,05/22/2024 10:00,11632.48
Utility 3,05/22/2024 11:00,11343.73
Utility 3,05/22/2024 12:00,11419.96
Utility 3,05/22/2024 13:00,11884.74
Utility 3,05/22/2024 14:00,12656.68
Utility 3,05/22/2024 15:00,13391.74
Utility 3,05/22/2024 16:00,14364.04
Utility 3,05/22/2024 17:00,15244.64
Utility 3,05/22/2024 18:00,16242.41
Utility 3,05/22/2024 19:00,16848.48
Utility 3,05/22/2024 20:00,16844.7
Utility 3,05/22/2024 21:00,16614.59
Utility 3,05/22/2024 22:00,15748.2
Utility 3,05/22/2024 23:00,14270.55
Utility 3,05/23/2024 00:00,12870.14
Utility 3,05/23/2024 01:00,12202.24
Utility 3,05/23/2024 02:00,12026.21
Utility 3,05/23/2024 03:00,11721.24
Utility 3,05/23/2024 04:00,11663.47
Utility 3,05/23/2024 05:00,11852.68
Utility 3,05/23/2024 06:00,12196.29
Utility 3,05/23/2024 07:00,12339.6
Utility 3,05/23/2024 08:00,12861.26
Utility 3,05/23/2024 09:00,13038.7
Utility 3,05/23/2024 10:00,13369.71
Utility 3,05/23/2024 11:00,14190.95
Utility 3,05/23/2024 12:00,14846.07
Utility 3,05/23/2024 13:00,15011.8
Utility 3,05/23/2024 14:00,14229.32
Utility 3,05/23/2024 15:00,13470.99
Utility 3,05/23/2024 16:00,13496.15
Utility 3,05/23/2024 17:00,14072.29
Utility 3,05/23/2024 18:00,15006.17
Utility 3,05/23/2024 19:00,15697.89
Utility 3,05/23/2024 20:00,15858.43
Utility 3,05/23/2024 21:00,15867.02
Utility 3,05/23/2024 22:00,15123.43
Utility 3,05/23/2024 23:00,13684.88
Utility 3,05/24/2024 00:00,12317.89
Utility 3,05/24/2024 01:00,11603.48
Utility 3,05/24/2024 02:00,11541.85
Utility 3,05/24/2024 03:00,11090.14
Utility 3,05/24/2024 04:00,10824.26
Utility 3,05/24/2024 05:00,10873.05
Utility 3,05/24/2024 06:00,10911.36
Utility 3,05/24/2024 07:00,11268.28
Utility 3,05/24/2024 08:00,11593.26
Utility 3,05/24/2024 09:00,11219.37
Utility 3,05/24/2024 10:00,10842.59
Utility 3,05/24/2024 11:00,10744.94
Utility 3,05/24/2024 12:00,10852.78
Utility 3,05/24/2024 13:00,11016.76
Utility 3,05/24/2024 14:00,11433.45
Utility 3,05/24/2024 15:00,11809.49
Utility 3,05/24/2024 16:00,12805.18
Utility 3,05/24/2024 17:00,13799.15
Utility 3,05/24/2024 18:00,14881.7
Utility 3,05/24/2024 19:00,15535.6
Utility 3,05/24/2024 20:00,15450.51
Utility 3,05/24/2024 21:00,15119.84
Utility 3,05/24/2024 22:00,14417.6
Utility 3,05/24/2024 23:00,13214.78
Utility 3,05/25/2024 00:00,12021.65
Utility 3,05/25/2024 01:00,11009.73
Utility 3,05/25/2024 02:00,10304.78
Utility 3,05/25/2024 03:00,9826.54
Utility 3,05/25/2024 04:00,9513.95
Utility 3,05/25/2024 05:00,9412.7
Utility 3,05/25/2024 06:00,9398.95
Utility 3,05/25/2024 07:00,9469.89
Utility 3,05/25/2024 08:00,9565.98
Utility 3,05/25/2024 09:00,9273.15
Utility 3,05/25/2024 10:00,8933.68
Utility 3,05/25/2024 11:00,9014.05
Utility 3,05/25/2024 12:00,9023.24
Utility 3,05/25/2024 13:00,9043.54
Utility 3,05/25/2024 14:00,9108.44
Utility 3,05/25/2024 15:00,9638.93
Utility 3,05/25/2024 16:00,10419.02
Utility 3,05/25/2024 17:00,11372.25
Utility 3,05/25/2024 18:00,12526.77
Utility 3,05/25/2024 19:00,13262.46
Utility 3,05/25/2024 20:00,13474.98
Utility 3,05/25/2024 21:00,13481.65
Utility 3,05/25/2024 22:00,12960.78
Utility 3,05/25/2024 23:00,12078.4
Utility 3,05/26/2024 00:00,11154.32
Utility 3,05/26/2024 01:00,10501.6
Utility 3,05/26/2024 02:00,10373.46
Utility 3,05/26/2024 03:00,10130.65
Utility 3,05/26/2024 04:00,10211.34
Utility 3,05/26/2024 05:00,10198.84
Utility 3,05/26/2024 06:00,10259.87
Utility 3,05/26/2024 07:00,10332.83
Utility 3,05/26/2024 08:00,10368.79
Utility 3,05/26/2024 09:00,10131.26
Utility 3,05/26/2024 10:00,9487.2
Utility 3,05/26/2024 11:00,9200.24
Utility 3,05/26/2024 12:00,9400.68
Utility 3,05/26/2024 13:00,9951.79
Utility 3,05/26/2024 14:00,10420.51
Utility 3,05/26/2024 15:00,10920.39
Utility 3,05/26/2024 16:00,11613.16
Utility 3,05/26/2024 17:00,12698.01
Utility 3,05/26/2024 18:00,13815.08
Utility 3,05/26/2024 19:00,14408.75
Utility 3,05/26/2024 20:00,14456.1
Utility 3,05/26/2024 21:00,14389.21
Utility 3,05/26/2024 22:00,13927.47
Utility 3,05/26/2024 23:00,13024.95
Utility 3,05/27/2024 00:00,12079.95
Utility 3,05/27/2024 01:00,11244.22
Utility 3,05/27/2024 02:00,10746.15
Utility 3,05/27/2024 03:00,10741.77
Utility 3,05/27/2024 04:00,10891.52
Utility 3,05/27/2024 05:00,10894.49
Utility 3,05/27/2024 06:00,11021.44
Utility 3,05/27/2024 07:00,10864.44
Utility 3,05/27/2024 08:00,11028.06
Utility 3,05/27/2024 09:00,11415.39
Utility 3,05/27/2024 10:00,11777.07
Utility 3,05/27/2024 11:00,12052.06
